,Algorithm,Sources,Interferers,Mics,RT60,Distance,SINR,seed,Iteration,Iteration_Index,Runtime [s],SI-SDR [dB],SI-SIR [dB],ΔSI-SDR [dB],ΔSI-SIR [dB],Success
91,ilrma,3,10,3,0.6344375,1,0,1605979227,50,1,1.383004466,-4.907949737,1.552098937,2.069232428,8.245419911,0.666666667
92,ilrma-t-IP,3,10,3,0.6344375,1,0,1675701733,0,0,0,-6.905077319,-6.71541703,0,0,0
93,ilrma-t-IP,3,10,3,0.6344375,1,0,1675701733,50,1,4.884731472,-4.931762388,0.221323253,1.973314931,6.936740283,0.666666667
94,ilrma,3,10,3,0.6344375,1,0,1675701733,0,0,0,-6.905077319,-6.71541703,0,0,0
95,ilrma,3,10,3,0.6344375,1,0,1675701733,50,1,1.372558599,-7.166627642,-1.281789216,-0.261550323,5.433627814,0.333333333
96,ilrma-t-IP,3,10,3,0.6344375,1,0,659577591,0,0,0,-6.965114804,-6.727014522,0,0,0
97,ilrma-t-IP,3,10,3,0.6344375,1,0,659577591,50,1,4.977072789,-6.627217724,-3.157820164,0.33789708,3.569194357,0.333333333
98,ilrma,3,10,3,0.6344375,1,0,659577591,0,0,0,-6.965114804,-6.727014522,0,0,0
99,ilrma,3,10,3,0.6344375,1,0,659577591,50,1,1.420092107,-6.802468017,1.3680042,0.162646787,8.095018722,0.333333333
100,ilrma-t-IP,3,10,3,0.6344375,1,0,1069045865,0,0,0,-6.894396044,-6.623227167,0,0,0
101,ilrma-t-IP,3,10,3,0.6344375,1,0,1069045865,50,1,4.992125628,-3.557443845,1.42171459,3.336952199,8.044941758,1
102,ilrma,3,10,3,0.6344375,1,0,1069045865,0,0,0,-6.894396044,-6.623227167,0,0,0
103,ilrma,3,10,3,0.6344375,1,0,1069045865,50,1,1.42177573,-9.619813725,-1.518472792,-2.725417681,5.104754375,0.333333333
104,ilrma-t-IP,3,10,3,0.6344375,1,10,36027469,0,0,0,-3.634654953,-3.454363013,0,0,0
105,ilrma-t-IP,3,10,3,0.6344375,1,10,36027469,50,1,5.020977082,3.318353732,10.65232449,6.953008685,14.1066875,1
106,ilrma,3,10,3,0.6344375,1,10,36027469,0,0,0,-3.634654953,-3.454363013,0,0,0
107,ilrma,3,10,3,0.6344375,1,10,36027469,50,1,1.431162691,3.816550669,10.68608339,7.451205622,14.14044641,1
108,ilrma-t-IP,3,10,3,0.6344375,1,0,170765737,0,0,0,-7.005655616,-6.71314071,0,0,0
109,ilrma-t-IP,3,10,3,0.6344375,1,0,170765737,50,1,5.054978865,-4.020471495,0.92770109,2.985184121,7.640841801,0.666666667
110,ilrma,3,10,3,0.6344375,1,0,170765737,0,0,0,-7.005655616,-6.71314071,0,0,0
111,ilrma,3,10,3,0.6344375,1,0,170765737,50,1,1.431835039,-4.454757012,0.588424498,2.550898604,7.301565209,0.333333333
112,ilrma-t-IP,3,10,3,0.6344375,1,0,1981297353,0,0,0,-6.96984204,-6.759031631,0,0,0
113,ilrma-t-IP,3,10,3,0.6344375,1,0,1981297353,50,1,4.97275358,-6.709484863,-1.406213413,0.260357177,5.352818218,0.333333333
114,ilrma,3,10,3,0.6344375,1,0,1981297353,0,0,0,-6.96984204,-6.759031631,0,0,0
115,ilrma,3,10,3,0.6344375,1,0,1981297353,50,1,1.41552791,-5.732173229,2.581829033,1.237668811,9.340860664,0.666666667
116,ilrma-t-IP,3,10,3,0.6344375,1,0,1282922662,0,0,0,-6.93782461,-6.691236454,0,0,0
117,ilrma-t-IP,3,10,3,0.6344375,1,0,1282922662,50,1,5.112805706,-5.800210608,-0.882543661,1.137614001,5.808692792,0.333333333
118,ilrma,3,10,3,0.6344375,1,0,1282922662,0,0,0,-6.93782461,-6.691236454,0,0,0
119,ilrma,3,10,3,0.6344375,1,0,1282922662,50,1,1.430008238,-5.565160733,0.280409444,1.372663877,6.971645898,0.333333333
